schema_version,scan_id,timestamp_utc,input_path,file_type,file_size,sha256,md5,archive_type,archive_member_count,archive_scanned_member_count,pe_present,pe_machine,pe_sections,pe_is_dll,pe_is_64,pe_entrypoint_rva,ioc_url_count,ioc_ipv4_count,ioc_domain_count,strings_ascii_count,strings_utf16le_count,strings_truncated
1.0,951f7165-2deb-40db-8fc8-eacb32025699,2026-01-09T21:30:09Z,/Users/marianosanchezrojas/tools/aegis-forge/notepad_infected.zip,zip,182239,b57e1f7a5d916340c0ecaa61a5ffe21ef459b3aea0bb4e1c5f6e40e116f4376b,8a081442d2a3e3b711df8e68e7d69c17,zip,1,1,false,,,false,false,,3,2,80,0,0,false
