schema_version,scan_id,timestamp_utc,input_path,file_type,file_size,sha256,md5,archive_type,archive_member_count,archive_scanned_member_count,pe_present,pe_machine,pe_sections,pe_is_dll,pe_is_64,pe_entrypoint_rva,ioc_url_count,ioc_ipv4_count,ioc_domain_count,strings_ascii_count,strings_utf16le_count,strings_truncated
1.0,fbcb56e7-dfe1-4b48-8e3b-0111fc35bbd1,2026-01-08T23:37:38Z,/Users/marianosanchezrojas/tools/aegis-forge/tests/fixtures/notepad.exe,pe,327168,5557eba87fa7702324d2a62c994ba5b08510ae8c93dbcc50479224833872a026,cf4f6d2d49687d9516a12665fd6bb004,,,,true,43620,8,false,true,6912,3,2,80,1691,150,false
