schema_version,scan_id,timestamp_utc,input_path,file_type,file_size,sha256,md5,archive_type,archive_member_count,archive_scanned_member_count,pe_present,pe_machine,pe_sections,pe_is_dll,pe_is_64,pe_entrypoint_rva,ioc_url_count,ioc_ipv4_count,ioc_domain_count,strings_ascii_count,strings_utf16le_count,strings_truncated
1.0,1586bc44-2249-4526-af0a-5856a06c4a33,2026-01-08T23:40:29Z,/Users/marianosanchezrojas/tools/aegis-forge/notepad_sample.zip,zip,185362,3c820811bcfa8125adc03c3bce9a56cfb6ce5f131cbce36c677b6997fe775a6e,2a88265223dc2e4ae33589e5e4c127f6,zip,1,1,false,,,false,false,,3,2,80,0,0,false
